Frame,ID,x1,y1,x2,y2,Column7,Column8,Column9
99,2,430,0,66,68,-1,-1,-1
99,4,284,66,88,130,-1,-1,-1
99,12,524,16,95,92,-1,-1,-1
99,15,221,46,75,94,-1,-1,-1
99,18,224,144,76,75,-1,-1,-1
99,23,695,170,94,72,-1,-1,-1
99,24,208,44,50,65,-1,-1,-1
100,2,431,0,66,68,-1,-1,-1
100,4,282,68,88,129,-1,-1,-1
100,12,524,16,95,92,-1,-1,-1
100,15,221,46,75,94,-1,-1,-1
100,23,696,171,93,71,-1,-1,-1
100,24,212,45,44,56,-1,-1,-1
101,2,431,0,66,68,-1,-1,-1
101,4,282,68,88,129,-1,-1,-1
101,12,525,16,94,92,-1,-1,-1
101,15,223,47,73,91,-1,-1,-1
101,23,696,171,94,71,-1,-1,-1
101,24,213,45,42,54,-1,-1,-1
102,2,431,0,66,68,-1,-1,-1
102,12,525,16,94,92,-1,-1,-1
102,15,223,46,73,92,-1,-1,-1
102,23,699,172,92,70,-1,-1,-1
103,2,431,0,66,68,-1,-1,-1
103,12,525,16,94,92,-1,-1,-1
103,15,223,45,76,96,-1,-1,-1
103,23,711,173,87,68,-1,-1,-1
104,2,431,0,66,68,-1,-1,-1
104,12,525,16,94,92,-1,-1,-1
104,15,222,45,77,96,-1,-1,-1
104,23,703,172,88,69,-1,-1,-1
105,2,431,0,66,68,-1,-1,-1
105,12,525,16,94,92,-1,-1,-1
105,15,222,45,78,97,-1,-1,-1
105,23,700,172,90,70,-1,-1,-1
106,2,431,0,66,68,-1,-1,-1
106,12,523,14,96,95,-1,-1,-1
106,15,222,45,78,98,-1,-1,-1
106,23,700,172,89,70,-1,-1,-1
107,2,431,0,66,69,-1,-1,-1
107,12,523,12,98,97,-1,-1,-1
107,15,222,45,78,98,-1,-1,-1
107,23,700,172,89,69,-1,-1,-1
108,2,430,0,67,70,-1,-1,-1
108,12,521,12,98,97,-1,-1,-1
108,15,222,45,78,97,-1,-1,-1
109,2,431,0,67,70,-1,-1,-1
109,12,521,11,98,98,-1,-1,-1
109,15,222,45,78,96,-1,-1,-1
109,18,229,135,84,84,-1,-1,-1
110,2,429,0,69,72,-1,-1,-1
110,12,522,11,97,98,-1,-1,-1
110,15,222,45,79,97,-1,-1,-1
110,18,230,134,84,84,-1,-1,-1
111,2,428,0,70,74,-1,-1,-1
111,12,522,11,97,98,-1,-1,-1
111,15,221,45,79,97,-1,-1,-1
112,2,428,0,70,74,-1,-1,-1
112,12,522,11,97,98,-1,-1,-1
112,15,221,43,77,93,-1,-1,-1
112,18,227,133,87,88,-1,-1,-1
113,2,429,0,69,73,-1,-1,-1
113,12,523,11,97,98,-1,-1,-1
113,15,222,45,77,93,-1,-1,-1
113,18,228,134,86,88,-1,-1,-1
113,23,696,170,91,71,-1,-1,-1
114,2,430,0,68,72,-1,-1,-1
114,12,522,11,97,98,-1,-1,-1
114,15,221,46,78,95,-1,-1,-1
114,18,230,132,86,91,-1,-1,-1
114,23,696,170,92,71,-1,-1,-1
115,2,430,0,68,72,-1,-1,-1
115,12,522,10,98,99,-1,-1,-1
115,15,221,46,78,95,-1,-1,-1
115,18,231,132,85,92,-1,-1,-1
116,2,431,0,67,71,-1,-1,-1
116,12,522,10,98,99,-1,-1,-1
116,15,221,47,78,95,-1,-1,-1
116,18,231,132,85,92,-1,-1,-1
117,2,430,0,68,71,-1,-1,-1
117,12,522,10,98,99,-1,-1,-1
117,18,231,132,85,92,-1,-1,-1
118,2,430,0,68,71,-1,-1,-1
118,12,522,10,97,99,-1,-1,-1
118,15,219,41,81,99,-1,-1,-1
119,2,430,0,68,72,-1,-1,-1
119,12,523,12,96,97,-1,-1,-1
119,15,220,40,80,98,-1,-1,-1
120,2,430,0,68,72,-1,-1,-1
120,12,523,12,95,97,-1,-1,-1
120,15,220,40,80,98,-1,-1,-1
121,2,429,0,68,72,-1,-1,-1
121,4,305,123,55,73,-1,-1,-1
121,12,526,14,92,93,-1,-1,-1
122,2,428,0,68,72,-1,-1,-1
122,4,306,126,53,70,-1,-1,-1
122,12,527,14,91,92,-1,-1,-1
123,2,428,0,68,72,-1,-1,-1
123,12,527,14,91,92,-1,-1,-1
124,2,429,0,67,70,-1,-1,-1
124,12,528,14,90,92,-1,-1,-1
125,2,431,0,66,69,-1,-1,-1
125,4,299,123,61,74,-1,-1,-1
125,12,528,14,90,92,-1,-1,-1
125,15,222,46,71,86,-1,-1,-1
125,18,230,137,78,84,-1,-1,-1
126,2,431,0,66,69,-1,-1,-1
126,4,299,124,60,73,-1,-1,-1
126,12,529,14,90,92,-1,-1,-1
126,15,221,46,68,80,-1,-1,-1
126,18,230,141,74,80,-1,-1,-1
127,2,431,0,66,68,-1,-1,-1
127,12,530,14,89,91,-1,-1,-1
127,15,219,47,65,76,-1,-1,-1
127,18,230,142,74,79,-1,-1,-1
128,2,432,0,66,68,-1,-1,-1
128,12,530,14,89,91,-1,-1,-1
128,15,217,47,64,74,-1,-1,-1
129,2,432,0,65,68,-1,-1,-1
129,12,529,14,90,92,-1,-1,-1
129,15,216,47,62,72,-1,-1,-1
130,2,432,0,66,68,-1,-1,-1
130,12,529,14,90,92,-1,-1,-1
131,2,432,0,66,68,-1,-1,-1
131,12,529,14,89,92,-1,-1,-1
132,2,432,0,66,68,-1,-1,-1
132,12,530,14,88,91,-1,-1,-1
132,28,357,1,80,97,-1,-1,-1
133,2,433,0,66,68,-1,-1,-1
133,12,531,14,88,91,-1,-1,-1
133,28,358,1,81,98,-1,-1,-1
134,2,434,0,65,68,-1,-1,-1
134,12,530,14,88,91,-1,-1,-1
135,2,435,0,64,68,-1,-1,-1
135,12,530,14,88,91,-1,-1,-1
136,2,436,0,63,67,-1,-1,-1
136,4,290,62,76,89,-1,-1,-1
136,12,530,13,89,92,-1,-1,-1
137,2,437,0,63,67,-1,-1,-1
137,4,289,57,77,90,-1,-1,-1
137,12,530,13,89,92,-1,-1,-1
138,2,436,0,63,67,-1,-1,-1
138,12,530,13,89,92,-1,-1,-1
138,15,218,47,67,76,-1,-1,-1
139,2,434,0,64,69,-1,-1,-1
139,12,533,12,86,90,-1,-1,-1
139,15,218,47,67,76,-1,-1,-1
140,2,432,0,64,69,-1,-1,-1
140,12,534,12,85,89,-1,-1,-1
140,15,218,46,68,76,-1,-1,-1
141,2,432,0,64,69,-1,-1,-1
141,12,534,12,85,89,-1,-1,-1
141,15,218,46,69,76,-1,-1,-1
142,2,432,0,64,69,-1,-1,-1
142,12,534,12,85,89,-1,-1,-1
142,15,217,46,71,78,-1,-1,-1
142,23,691,164,96,74,-1,-1,-1
143,2,432,0,64,69,-1,-1,-1
143,12,534,11,85,89,-1,-1,-1
143,15,218,45,71,77,-1,-1,-1
143,23,694,163,91,69,-1,-1,-1
144,2,432,0,65,70,-1,-1,-1
144,12,533,11,86,91,-1,-1,-1
144,15,219,46,70,76,-1,-1,-1
144,23,693,164,95,73,-1,-1,-1
145,2,432,0,65,70,-1,-1,-1
145,4,278,1,103,127,-1,-1,-1
145,12,532,11,87,92,-1,-1,-1
145,15,220,46,71,76,-1,-1,-1
145,23,691,164,98,76,-1,-1,-1
146,2,432,0,66,71,-1,-1,-1
146,4,276,0,104,133,-1,-1,-1
146,12,531,11,88,93,-1,-1,-1
146,15,220,46,72,77,-1,-1,-1
146,23,690,165,99,77,-1,-1,-1
147,2,429,0,68,74,-1,-1,-1
147,4,264,2,105,130,-1,-1,-1
147,12,530,11,88,93,-1,-1,-1
147,15,219,44,74,80,-1,-1,-1
147,23,690,165,100,78,-1,-1,-1
148,2,431,0,66,72,-1,-1,-1
148,4,254,6,108,127,-1,-1,-1
148,12,530,10,88,94,-1,-1,-1
148,15,219,43,75,80,-1,-1,-1
148,23,689,165,101,79,-1,-1,-1
149,2,432,0,66,71,-1,-1,-1
149,4,245,18,111,120,-1,-1,-1
149,12,530,10,89,94,-1,-1,-1
149,23,690,165,101,79,-1,-1,-1
150,2,433,0,65,71,-1,-1,-1
150,4,242,15,112,122,-1,-1,-1
150,12,531,10,87,93,-1,-1,-1
150,15,208,37,92,99,-1,-1,-1
150,23,690,165,100,79,-1,-1,-1
150,28,293,55,74,87,-1,-1,-1
151,2,434,0,65,71,-1,-1,-1
151,12,529,10,88,94,-1,-1,-1
151,15,202,42,94,99,-1,-1,-1
151,23,691,165,100,79,-1,-1,-1
151,28,292,57,73,83,-1,-1,-1
152,2,434,0,65,71,-1,-1,-1
152,12,527,10,89,96,-1,-1,-1
152,15,201,45,86,93,-1,-1,-1
152,23,691,164,100,79,-1,-1,-1
152,28,291,58,75,83,-1,-1,-1
153,2,434,0,66,72,-1,-1,-1
153,12,526,10,89,96,-1,-1,-1
153,15,192,49,88,98,-1,-1,-1
153,23,691,164,99,78,-1,-1,-1
153,28,290,59,76,82,-1,-1,-1
154,2,434,0,65,71,-1,-1,-1
154,4,220,42,80,89,-1,-1,-1
154,12,525,10,89,96,-1,-1,-1
154,15,190,49,90,99,-1,-1,-1
154,23,692,164,99,78,-1,-1,-1
154,28,288,61,75,82,-1,-1,-1
155,2,433,0,65,71,-1,-1,-1
155,4,215,43,85,96,-1,-1,-1
155,12,524,10,90,97,-1,-1,-1
155,23,691,164,99,78,-1,-1,-1
156,2,433,0,65,70,-1,-1,-1
156,4,216,46,78,89,-1,-1,-1
156,12,524,10,90,98,-1,-1,-1
156,18,272,63,111,130,-1,-1,-1
156,23,691,164,100,79,-1,-1,-1
157,2,433,0,65,70,-1,-1,-1
157,4,213,47,77,88,-1,-1,-1
157,12,524,10,89,97,-1,-1,-1
157,18,274,61,106,131,-1,-1,-1
157,23,691,164,99,78,-1,-1,-1
158,2,433,0,65,70,-1,-1,-1
158,12,523,11,89,97,-1,-1,-1
158,18,276,60,103,132,-1,-1,-1
158,23,691,164,99,78,-1,-1,-1
159,2,433,0,66,71,-1,-1,-1
159,12,522,11,89,97,-1,-1,-1
159,18,276,60,101,132,-1,-1,-1
159,23,691,164,98,78,-1,-1,-1
160,2,432,0,66,71,-1,-1,-1
160,12,522,11,90,97,-1,-1,-1
160,18,276,60,100,132,-1,-1,-1
160,23,691,164,99,78,-1,-1,-1
161,2,432,0,65,70,-1,-1,-1
161,12,521,12,90,98,-1,-1,-1
161,18,276,60,99,132,-1,-1,-1
161,23,690,164,98,78,-1,-1,-1
162,2,432,0,65,70,-1,-1,-1
162,12,522,12,90,97,-1,-1,-1
162,18,276,60,98,132,-1,-1,-1
162,23,691,163,98,78,-1,-1,-1
163,2,432,0,64,69,-1,-1,-1
163,12,523,12,89,97,-1,-1,-1
163,18,277,60,97,132,-1,-1,-1
163,23,690,163,97,78,-1,-1,-1
164,2,433,0,64,69,-1,-1,-1
164,12,523,11,90,97,-1,-1,-1
164,18,276,61,97,132,-1,-1,-1
164,23,690,163,97,78,-1,-1,-1
165,2,432,0,65,68,-1,-1,-1
165,12,523,11,90,97,-1,-1,-1
165,18,278,61,96,131,-1,-1,-1
165,23,691,163,97,78,-1,-1,-1
165,32,203,145,98,78,-1,-1,-1
166,2,432,0,65,68,-1,-1,-1
166,12,522,10,90,98,-1,-1,-1
166,18,277,62,95,131,-1,-1,-1
166,23,691,164,96,78,-1,-1,-1
166,32,202,145,100,79,-1,-1,-1
167,2,432,0,65,69,-1,-1,-1
167,12,522,10,90,98,-1,-1,-1
167,18,278,62,94,131,-1,-1,-1
167,23,691,164,97,78,-1,-1,-1
167,32,201,145,101,80,-1,-1,-1
168,2,432,0,66,70,-1,-1,-1
168,12,523,10,89,98,-1,-1,-1
168,18,279,62,94,130,-1,-1,-1
168,23,691,164,97,78,-1,-1,-1
168,32,202,145,100,80,-1,-1,-1
169,2,431,0,67,71,-1,-1,-1
169,12,523,10,89,98,-1,-1,-1
169,18,278,62,94,131,-1,-1,-1
169,23,691,164,97,79,-1,-1,-1
169,32,202,144,101,80,-1,-1,-1
170,2,431,0,67,71,-1,-1,-1
170,12,524,10,89,98,-1,-1,-1
170,18,276,62,94,131,-1,-1,-1
170,23,690,163,98,80,-1,-1,-1
170,32,202,144,100,80,-1,-1,-1
171,2,431,0,67,71,-1,-1,-1
171,12,523,10,89,98,-1,-1,-1
171,18,276,63,94,131,-1,-1,-1
171,23,691,163,96,78,-1,-1,-1
171,32,196,143,112,90,-1,-1,-1
172,2,431,0,67,71,-1,-1,-1
172,12,524,10,89,98,-1,-1,-1
172,18,278,62,94,131,-1,-1,-1
172,23,692,162,92,74,-1,-1,-1
172,32,198,141,108,86,-1,-1,-1
173,2,431,0,67,71,-1,-1,-1
173,12,524,10,89,98,-1,-1,-1
173,18,278,62,94,132,-1,-1,-1
173,23,693,162,91,73,-1,-1,-1
173,32,193,135,115,93,-1,-1,-1
174,2,431,0,67,71,-1,-1,-1
174,12,524,10,88,98,-1,-1,-1
174,18,280,62,93,132,-1,-1,-1
174,23,692,162,93,74,-1,-1,-1
174,32,187,128,124,102,-1,-1,-1
175,2,431,0,67,71,-1,-1,-1
175,12,524,10,88,98,-1,-1,-1
175,18,282,62,93,132,-1,-1,-1
175,23,691,162,93,74,-1,-1,-1
175,32,187,124,123,101,-1,-1,-1
176,2,432,0,67,71,-1,-1,-1
176,12,524,10,88,98,-1,-1,-1
176,18,280,62,93,132,-1,-1,-1
176,23,691,162,93,74,-1,-1,-1
176,32,186,122,123,103,-1,-1,-1
177,2,432,0,67,71,-1,-1,-1
177,12,524,10,88,98,-1,-1,-1
177,18,275,62,94,133,-1,-1,-1
177,23,689,162,96,77,-1,-1,-1
177,32,185,122,125,105,-1,-1,-1
178,2,432,0,66,71,-1,-1,-1
178,12,524,10,88,98,-1,-1,-1
178,18,274,62,95,133,-1,-1,-1
178,23,689,162,97,78,-1,-1,-1
178,32,186,122,124,106,-1,-1,-1
